Id,Fecha,Importe,Usuario,Tasacion
1015,2025-08-31,3859.44,Usuario11 Apellido11,665
1016,2025-03-12,4809.70,Usuario14 Apellido14,666
1017,2025-09-27,2132.48,Usuario20 Apellido20,667
1018,2025-01-23,4866.07,Usuario5 Apellido5,668
1019,2025-03-04,3690.37,Usuario4 Apellido4,669
1020,2025-07-06,3891.13,Usuario16 Apellido16,670
1021,2025-07-19,1266.40,Usuario5 Apellido5,671
1022,2025-01-11,3657.39,Usuario7 Apellido7,672
1023,2025-03-11,1805.29,Usuario9 Apellido9,673
1024,2025-01-27,1967.30,Usuario14 Apellido14,674
1025,2025-10-07,2742.53,Usuario15 Apellido15,675
1026,2025-05-30,1795.39,Usuario6 Apellido6,676
1027,2025-04-15,4657.22,Usuario7 Apellido7,677
1028,2025-04-26,3111.02,Usuario20 Apellido20,678
1029,2025-07-01,3767.41,Usuario5 Apellido5,679
1030,2025-03-07,1413.50,Usuario4 Apellido4,680
1031,2025-04-23,3944.08,Usuario2 Apellido2,681
1032,2025-10-15,4411.86,Usuario9 Apellido9,682
1033,2025-08-17,961.18,Usuario2 Apellido2,683
1034,2025-08-14,3380.21,Usuario8 Apellido8,684
1035,2025-06-02,1414.14,Usuario3 Apellido3,685
1036,2025-07-06,2623.77,Usuario16 Apellido16,686
1037,2025-10-04,2179.76,Usuario20 Apellido20,687
1038,2025-03-14,2911.76,Usuario8 Apellido8,688
1039,2025-07-18,4336.88,Usuario2 Apellido2,689
1040,2025-01-03,4247.47,Usuario11 Apellido11,690
1041,2025-08-05,1711.09,Usuario2 Apellido2,691
1042,2025-10-21,4868.43,Usuario5 Apellido5,692
1043,2025-03-17,2783.54,Usuario3 Apellido3,693
1044,2025-08-03,1629.13,Usuario7 Apellido7,694
1045,2025-07-29,3050.67,Usuario17 Apellido17,695
1046,2025-09-27,2184.69,Usuario16 Apellido16,696
1047,2025-06-06,951.63,Usuario18 Apellido18,697
1048,2025-03-13,972.02,Usuario16 Apellido16,698
1049,2025-01-17,1403.04,Usuario7 Apellido7,699
1050,2025-03-22,2133.67,Usuario19 Apellido19,700
1051,2025-09-02,818.66,Usuario14 Apellido14,701
1052,2025-05-20,3342.29,Usuario6 Apellido6,702
1053,2025-08-02,3828.79,Usuario3 Apellido3,703
1054,2025-10-03,1215.54,Usuario12 Apellido12,704
1055,2025-09-16,1486.19,Usuario13 Apellido13,705
1056,2025-05-09,2455.50,Usuario1 Apellido1,706
1057,2025-03-06,4543.64,Usuario12 Apellido12,707
1058,2025-04-14,3102.71,Usuario12 Apellido12,708
1059,2025-02-24,897.89,Usuario11 Apellido11,709
1060,2025-03-21,1281.76,Usuario4 Apellido4,710
1061,2025-07-29,3310.31,Usuario19 Apellido19,711
1062,2025-01-02,4015.11,Usuario14 Apellido14,712
1063,2025-07-14,1199.83,Usuario8 Apellido8,713
1064,2025-02-15,996.65,Usuario17 Apellido17,714
1065,2025-04-26,3021.52,Usuario13 Apellido13,715
1066,2025-02-16,4498.26,Usuario19 Apellido19,716
1067,2025-07-03,1867.81,Usuario1 Apellido1,717
1068,2025-03-22,2811.20,Usuario20 Apellido20,718
1069,2025-01-20,4273.88,Usuario9 Apellido9,719
1070,2025-07-25,3940.98,Usuario16 Apellido16,720
1071,2025-08-06,4515.89,Usuario11 Apellido11,721
1072,2025-10-29,4352.63,Usuario7 Apellido7,722
1073,2025-02-13,2236.33,Usuario1 Apellido1,723
1074,2025-08-02,2193.41,Usuario1 Apellido1,724
1075,2025-06-17,3295.25,Usuario11 Apellido11,725
1076,2025-04-10,727.29,Usuario17 Apellido17,726
1077,2025-07-22,1413.77,Usuario7 Apellido7,727
1078,2025-06-29,3066.78,Usuario9 Apellido9,728
1079,2025-09-14,1719.28,Usuario18 Apellido18,729
1080,2025-10-20,3404.13,Usuario11 Apellido11,730
1081,2025-01-24,2655.68,Usuario9 Apellido9,731
1082,2025-10-03,2527.96,Usuario5 Apellido5,732
1083,2025-05-31,3020.49,Usuario11 Apellido11,733
1084,2025-01-26,2970.27,Usuario6 Apellido6,734
1085,2025-04-30,2520.67,Usuario4 Apellido4,735
1086,2025-07-07,4682.70,Usuario8 Apellido8,736
1087,2025-02-04,3572.35,Usuario20 Apellido20,737
1088,2025-01-17,2001.55,Usuario12 Apellido12,738
1089,2025-10-13,2535.96,Usuario9 Apellido9,739
1090,2025-06-15,4691.78,Usuario13 Apellido13,740
1091,2025-11-01,3010.30,Usuario15 Apellido15,741
1092,2025-10-29,1218.79,Usuario11 Apellido11,742
1093,2025-05-13,1444.05,Usuario11 Apellido11,743
1094,2025-05-28,4375.24,Usuario13 Apellido13,744
1095,2025-05-03,4772.15,Usuario20 Apellido20,745
1096,2025-06-09,4830.14,Usuario4 Apellido4,746
1097,2025-08-26,4568.70,Usuario4 Apellido4,747
1098,2025-04-29,3449.00,Usuario12 Apellido12,748
1099,2025-06-19,3787.59,Usuario16 Apellido16,749
1100,2025-09-05,3587.10,Usuario19 Apellido19,750
1101,2025-02-10,3707.13,Usuario11 Apellido11,751
1102,2025-10-09,2046.11,Usuario3 Apellido3,752
1103,2025-07-14,3096.17,Usuario6 Apellido6,753
1104,2025-01-27,3257.44,Usuario14 Apellido14,754
1105,2025-08-28,4067.87,Usuario1 Apellido1,755
1106,2025-01-23,693.36,Usuario19 Apellido19,756
1107,2025-10-13,3778.09,Usuario7 Apellido7,757
1108,2025-02-18,2712.60,Usuario15 Apellido15,758
1109,2025-03-22,3631.64,Usuario11 Apellido11,759
1110,2025-03-12,3612.24,Usuario4 Apellido4,760
1111,2025-02-14,1843.11,Usuario17 Apellido17,761
1112,2025-01-06,1703.57,Usuario2 Apellido2,762
1113,2025-07-29,1850.87,Usuario13 Apellido13,763
1114,2025-06-12,3337.85,Usuario12 Apellido12,764
1115,2025-04-22,1193.73,Usuario16 Apellido16,765
1116,2025-02-12,1654.80,Usuario8 Apellido8,766
1117,2025-09-15,886.92,Usuario2 Apellido2,767
1118,2025-08-10,759.65,Usuario10 Apellido10,768
1119,2025-07-18,3384.03,Usuario1 Apellido1,769
1120,2025-04-03,2765.81,Usuario10 Apellido10,770
1121,2025-09-15,3109.32,Usuario3 Apellido3,771
1122,2025-01-20,3927.13,Usuario17 Apellido17,772
1123,2025-09-14,2777.89,Usuario4 Apellido4,773
1124,2025-05-09,1638.70,Usuario17 Apellido17,774
1125,2025-10-20,1315.36,Usuario8 Apellido8,775
1126,2025-07-07,1081.72,Usuario19 Apellido19,776
1127,2025-06-10,2907.50,Usuario4 Apellido4,777
1128,2025-09-04,4958.46,Usuario18 Apellido18,778
1129,2025-10-05,2074.89,Usuario9 Apellido9,779
1130,2025-01-09,2767.23,Usuario3 Apellido3,780
1131,2025-07-31,4080.96,Usuario10 Apellido10,781
1132,2025-08-21,1640.85,Usuario16 Apellido16,782
1133,2025-04-18,2737.87,Usuario3 Apellido3,783
1134,2025-01-30,4305.07,Usuario14 Apellido14,784
1135,2025-08-04,4361.83,Usuario10 Apellido10,785
1136,2025-06-03,1436.86,Usuario16 Apellido16,786
1137,2025-10-02,1617.23,Usuario8 Apellido8,787
1138,2025-02-26,2835.92,Usuario12 Apellido12,788
1139,2025-07-06,576.49,Usuario6 Apellido6,789
1140,2025-08-04,970.02,Usuario16 Apellido16,790
1141,2025-07-09,4175.74,Usuario16 Apellido16,791
1142,2025-06-24,4091.07,Usuario5 Apellido5,792
1143,2025-05-03,4176.96,Usuario9 Apellido9,793
1144,2025-09-26,2569.89,Usuario3 Apellido3,794
1145,2025-03-21,3628.14,Usuario9 Apellido9,795
1146,2025-04-22,3442.36,Usuario2 Apellido2,796
1147,2025-04-04,1681.63,Usuario17 Apellido17,797
1148,2025-09-20,958.85,Usuario5 Apellido5,798
1149,2025-10-21,569.32,Usuario12 Apellido12,799
1150,2025-08-10,4061.36,Usuario18 Apellido18,800
1151,2025-08-29,2860.61,Usuario11 Apellido11,801
1152,2025-09-20,2301.66,Usuario15 Apellido15,802
1153,2025-09-14,4977.11,Usuario10 Apellido10,803
1154,2025-07-18,1558.62,Usuario16 Apellido16,804
1155,2025-07-30,4725.87,Usuario15 Apellido15,805
1156,2025-10-14,4175.57,Usuario9 Apellido9,806
1157,2025-08-27,996.75,Usuario14 Apellido14,807
1158,2025-04-21,4536.13,Usuario6 Apellido6,808
1159,2025-02-26,4947.45,Usuario20 Apellido20,809
1160,2025-09-21,1101.54,Usuario5 Apellido5,810
1161,2025-09-05,4144.59,Usuario7 Apellido7,811
1162,2025-01-05,4782.80,Usuario12 Apellido12,812
1163,2025-06-22,4226.20,Usuario20 Apellido20,813
1164,2025-04-20,2589.41,Usuario1 Apellido1,814
1165,2025-09-13,3748.13,Usuario5 Apellido5,815
1166,2025-03-05,1971.28,Usuario8 Apellido8,816
1167,2025-02-17,4837.37,Usuario3 Apellido3,817
1168,2025-02-16,2927.39,Usuario4 Apellido4,818
1169,2025-08-29,4213.15,Usuario20 Apellido20,819
1170,2025-10-17,1025.10,Usuario7 Apellido7,820
1171,2025-09-07,2860.27,Usuario14 Apellido14,821
1172,2025-01-11,541.18,Usuario8 Apellido8,822
1173,2025-09-12,1145.79,Usuario20 Apellido20,823
1174,2025-06-08,3829.90,Usuario10 Apellido10,824
1175,2025-04-07,2562.39,Usuario19 Apellido19,825
1176,2025-08-04,1887.16,Usuario8 Apellido8,826
1177,2025-10-01,3493.17,Usuario2 Apellido2,827
1178,2025-04-08,4481.07,Usuario13 Apellido13,828
1179,2025-08-12,2885.42,Usuario17 Apellido17,829
1180,2025-02-09,4879.14,Usuario7 Apellido7,830
1181,2025-01-13,4227.59,Usuario8 Apellido8,831
1182,2025-07-01,892.34,Usuario13 Apellido13,832
1183,2025-02-10,4673.73,Usuario19 Apellido19,833
1184,2025-10-19,1001.41,Usuario15 Apellido15,834
1185,2025-01-18,2386.69,Usuario5 Apellido5,835
1186,2025-07-17,1456.54,Usuario2 Apellido2,836
1187,2025-03-04,3644.14,Usuario16 Apellido16,837
1188,2025-02-10,4985.87,Usuario17 Apellido17,838
1189,2025-01-21,1993.53,Usuario3 Apellido3,839
1190,2025-04-08,2027.16,Usuario3 Apellido3,840
1191,2025-01-26,2013.82,Usuario9 Apellido9,841
1192,2025-10-02,4891.49,Usuario13 Apellido13,842
1193,2025-04-08,1554.39,Usuario7 Apellido7,843
1194,2025-08-16,4332.06,Usuario17 Apellido17,844
1195,2025-05-22,4270.60,Usuario5 Apellido5,845
1196,2025-06-23,4635.01,Usuario19 Apellido19,846
1197,2025-08-20,4399.67,Usuario10 Apellido10,847
1198,2025-06-09,2607.26,Usuario2 Apellido2,848
1199,2025-04-12,4716.18,Usuario15 Apellido15,849
1200,2025-03-21,2917.18,Usuario7 Apellido7,850
1201,2025-10-24,1639.12,Usuario20 Apellido20,1
1202,2025-10-02,2776.69,Usuario17 Apellido17,2
1203,2025-10-12,3368.06,Usuario12 Apellido12,3
1204,2025-08-15,4840.70,Usuario6 Apellido6,4
1205,2025-09-04,4029.91,Usuario20 Apellido20,5
1206,2025-09-11,4341.80,Usuario6 Apellido6,6
1207,2025-03-08,1452.01,Usuario13 Apellido13,7
1208,2025-08-30,1288.51,Usuario12 Apellido12,8
1209,2025-07-16,761.65,Usuario19 Apellido19,9
1210,2025-06-27,4672.16,Usuario7 Apellido7,10
1211,2025-07-16,3395.93,Usuario14 Apellido14,11
1212,2025-01-28,1086.90,Usuario3 Apellido3,12
1213,2025-02-26,1828.62,Usuario17 Apellido17,13
1214,2025-02-04,4584.18,Usuario3 Apellido3,14
1215,2025-10-22,4246.46,Usuario19 Apellido19,15
1216,2025-04-27,4073.07,Usuario19 Apellido19,16
1217,2025-01-23,823.82,Usuario8 Apellido8,17
1218,2025-04-09,3427.75,Usuario16 Apellido16,18
1219,2025-10-05,604.48,Usuario1 Apellido1,19
1220,2025-10-21,2424.75,Usuario6 Apellido6,20
1221,2025-06-15,1923.34,Usuario17 Apellido17,21
1222,2025-10-29,1822.00,Usuario5 Apellido5,22
1223,2025-02-16,1281.56,Usuario11 Apellido11,23
1224,2025-01-09,3540.92,Usuario15 Apellido15,24
1225,2025-05-21,3352.26,Usuario9 Apellido9,25
1226,2025-10-18,2502.04,Usuario1 Apellido1,26
1227,2025-07-28,2618.56,Usuario18 Apellido18,27
1228,2025-08-11,4565.18,Usuario4 Apellido4,28
1229,2025-07-03,2312.48,Usuario4 Apellido4,29
1230,2025-06-26,1781.52,Usuario14 Apellido14,30
1231,2025-04-06,4481.44,Usuario11 Apellido11,31
1232,2025-04-04,1556.59,Usuario8 Apellido8,32
1233,2025-09-11,3921.32,Usuario9 Apellido9,33
1234,2025-01-03,1559.92,Usuario16 Apellido16,34
1235,2025-02-20,4181.70,Usuario19 Apellido19,35
1236,2025-02-11,2648.61,Usuario7 Apellido7,36
1237,2025-07-01,3010.24,Usuario3 Apellido3,37
1238,2025-07-16,2206.44,Usuario16 Apellido16,38
1239,2025-07-18,2466.88,Usuario2 Apellido2,39
1240,2025-09-08,2971.48,Usuario1 Apellido1,40
1241,2025-10-25,3112.34,Usuario2 Apellido2,41
1242,2025-08-30,1703.61,Usuario16 Apellido16,42
1243,2025-08-03,4838.95,Usuario5 Apellido5,43
1244,2025-02-16,4102.33,Usuario12 Apellido12,44
1245,2025-08-28,4972.28,Usuario2 Apellido2,45
1246,2025-07-11,1942.94,Usuario6 Apellido6,46
1247,2025-06-30,1747.48,Usuario16 Apellido16,47
1248,2025-10-28,4785.16,Usuario9 Apellido9,48
1249,2025-10-14,3510.15,Usuario20 Apellido20,49
1250,2025-01-13,2766.55,Usuario2 Apellido2,50
1251,2025-02-24,3242.15,Usuario8 Apellido8,51
1252,2025-05-26,2276.43,Usuario5 Apellido5,52
1253,2025-09-16,1807.60,Usuario15 Apellido15,53
1254,2025-06-19,3415.79,Usuario19 Apellido19,54
1255,2025-02-04,1936.56,Usuario6 Apellido6,55
1256,2025-07-15,4043.07,Usuario13 Apellido13,56
1257,2025-09-20,1449.37,Usuario3 Apellido3,57
1258,2025-11-01,4039.61,Usuario20 Apellido20,58
1259,2025-08-31,2265.36,Usuario5 Apellido5,59
1260,2025-04-27,2270.15,Usuario12 Apellido12,60
1261,2025-01-09,1119.29,Usuario20 Apellido20,61
1262,2025-01-14,2403.53,Usuario1 Apellido1,62
1263,2025-10-01,2165.37,Usuario1 Apellido1,63
1264,2025-02-28,4524.21,Usuario3 Apellido3,64
1265,2025-04-09,4973.67,Usuario17 Apellido17,65
1266,2025-05-02,3281.07,Usuario5 Apellido5,66
1267,2025-08-24,4585.43,Usuario12 Apellido12,67
1268,2025-02-28,2827.58,Usuario7 Apellido7,68
1269,2025-01-20,1976.25,Usuario16 Apellido16,69
1270,2025-06-23,646.88,Usuario3 Apellido3,70
1271,2025-10-08,1231.00,Usuario5 Apellido5,71
1272,2025-10-25,819.71,Usuario8 Apellido8,72
1273,2025-08-29,2003.01,Usuario1 Apellido1,73
1274,2025-05-08,2562.38,Usuario12 Apellido12,74
1275,2025-10-03,2638.83,Usuario12 Apellido12,75
1276,2025-04-21,3522.58,Usuario11 Apellido11,76
1277,2025-08-24,910.47,Usuario18 Apellido18,77
1278,2025-10-22,3619.65,Usuario12 Apellido12,78
1279,2025-02-25,3743.66,Usuario15 Apellido15,79
1280,2025-04-07,908.50,Usuario14 Apellido14,80
1281,2025-07-05,805.44,Usuario19 Apellido19,81
1282,2025-08-09,1832.73,Usuario3 Apellido3,82
1283,2025-08-05,1828.91,Usuario4 Apellido4,83
1284,2025-08-26,3008.51,Usuario9 Apellido9,84
1285,2025-08-14,2807.06,Usuario4 Apellido4,85
1286,2025-08-07,822.39,Usuario10 Apellido10,86
1287,2025-02-03,4344.44,Usuario15 Apellido15,87
1288,2025-06-03,4606.34,Usuario17 Apellido17,88
1289,2025-05-14,3123.89,Usuario5 Apellido5,89
1290,2025-07-14,2747.89,Usuario4 Apellido4,90
1291,2025-07-26,3509.47,Usuario7 Apellido7,91
1292,2025-05-12,3000.27,Usuario18 Apellido18,92
1293,2025-08-27,3104.59,Usuario13 Apellido13,93
1294,2025-05-10,4752.15,Usuario1 Apellido1,94
1295,2025-03-25,1718.98,Usuario19 Apellido19,95
1296,2025-04-15,3552.99,Usuario18 Apellido18,96
1297,2025-05-25,1231.40,Usuario15 Apellido15,97
1298,2025-05-07,1309.14,Usuario2 Apellido2,98
1299,2025-10-11,2990.75,Usuario1 Apellido1,99
1300,2025-06-25,1048.05,Usuario17 Apellido17,100
1301,2025-05-30,4053.85,Usuario11 Apellido11,101
1302,2025-10-17,3374.40,Usuario13 Apellido13,102
1303,2025-08-01,614.94,Usuario16 Apellido16,103
1304,2025-04-03,1692.21,Usuario18 Apellido18,104
1305,2025-04-18,3059.95,Usuario2 Apellido2,105
1306,2025-09-18,3957.44,Usuario17 Apellido17,106
1307,2025-03-15,2623.24,Usuario20 Apellido20,107
1308,2025-05-26,2665.94,Usuario4 Apellido4,108
1309,2025-10-25,2252.05,Usuario15 Apellido15,109
1310,2025-09-07,3398.09,Usuario12 Apellido12,110
1311,2025-04-18,3900.64,Usuario2 Apellido2,111
1312,2025-03-27,3674.92,Usuario16 Apellido16,112
1313,2025-07-12,3905.39,Usuario12 Apellido12,113
1314,2025-08-30,978.78,Usuario9 Apellido9,114
1315,2025-10-24,3953.54,Usuario10 Apellido10,115
1316,2025-10-04,1663.02,Usuario14 Apellido14,116
1317,2025-06-19,1867.54,Usuario8 Apellido8,117
1318,2025-05-26,3772.67,Usuario7 Apellido7,118
1319,2025-07-16,3611.09,Usuario14 Apellido14,119
1320,2025-08-21,3148.59,Usuario20 Apellido20,120
1321,2025-02-06,2640.60,Usuario10 Apellido10,121
1322,2025-01-15,1048.79,Usuario13 Apellido13,122
1323,2025-09-03,3827.87,Usuario17 Apellido17,123
1324,2025-05-20,4713.49,Usuario1 Apellido1,124
1325,2025-01-16,874.85,Usuario7 Apellido7,125
1326,2025-10-14,4826.42,Usuario17 Apellido17,126
1327,2025-08-21,1878.05,Usuario11 Apellido11,127
1328,2025-01-25,4493.23,Usuario7 Apellido7,128
1329,2025-06-05,1359.93,Usuario14 Apellido14,129
1330,2025-09-05,1069.75,Usuario20 Apellido20,130
1331,2025-04-12,3696.49,Usuario19 Apellido19,131
1332,2025-06-24,1211.37,Usuario4 Apellido4,132
1333,2025-05-19,4998.55,Usuario18 Apellido18,133
1334,2025-03-06,1877.04,Usuario17 Apellido17,134
1335,2025-10-15,1639.77,Usuario12 Apellido12,135
1336,2025-09-06,4306.19,Usuario2 Apellido2,136
1337,2025-09-29,3549.96,Usuario6 Apellido6,137
1338,2025-05-13,1746.31,Usuario13 Apellido13,138
1339,2025-05-15,2176.35,Usuario18 Apellido18,139
1340,2025-07-11,1302.71,Usuario6 Apellido6,140
1341,2025-10-07,1261.61,Usuario17 Apellido17,141
1342,2025-05-10,3072.61,Usuario15 Apellido15,142
1343,2025-03-31,3839.77,Usuario10 Apellido10,143
1344,2025-07-24,2996.26,Usuario7 Apellido7,144
1345,2025-08-03,3816.87,Usuario1 Apellido1,145
1346,2025-09-04,1200.81,Usuario14 Apellido14,146
1347,2025-01-17,2704.64,Usuario11 Apellido11,147
1348,2025-03-23,3962.45,Usuario8 Apellido8,148
1349,2025-05-01,2719.11,Usuario18 Apellido18,149
1350,2025-01-14,3443.04,Usuario4 Apellido4,150
1351,2025-01-28,1999.19,Usuario7 Apellido7,151
1352,2025-10-13,3381.44,Usuario17 Apellido17,152
1353,2025-01-29,2880.22,Usuario16 Apellido16,153
1354,2025-04-21,3128.72,Usuario6 Apellido6,154
1355,2025-03-22,3043.85,Usuario16 Apellido16,155
1356,2025-06-04,3911.62,Usuario10 Apellido10,156
1357,2025-10-27,938.60,Usuario16 Apellido16,157
1358,2025-08-26,3425.65,Usuario13 Apellido13,158
1359,2025-05-13,3550.08,Usuario6 Apellido6,159
1360,2025-01-26,4159.42,Usuario13 Apellido13,160
1361,2025-06-28,3866.42,Usuario17 Apellido17,161
1362,2025-09-26,1364.06,Usuario17 Apellido17,162
1363,2025-08-28,1023.16,Usuario6 Apellido6,163
1364,2025-05-12,3698.95,Usuario2 Apellido2,164
1365,2025-03-12,2500.49,Usuario20 Apellido20,165
1366,2025-07-07,1358.24,Usuario15 Apellido15,166
1367,2025-06-16,3212.16,Usuario16 Apellido16,167
1368,2025-09-17,4477.93,Usuario12 Apellido12,168
1369,2025-10-01,2489.77,Usuario2 Apellido2,169
1370,2025-06-17,1928.76,Usuario19 Apellido19,170
1371,2025-07-15,1102.11,Usuario5 Apellido5,171
1372,2025-06-09,2912.02,Usuario9 Apellido9,172
1373,2025-10-06,2435.01,Usuario6 Apellido6,173
1374,2025-06-20,762.38,Usuario5 Apellido5,174
1375,2025-08-04,2620.63,Usuario16 Apellido16,175
1376,2025-03-18,4080.26,Usuario20 Apellido20,176
1377,2025-06-30,1805.38,Usuario6 Apellido6,177
1378,2025-04-17,4988.90,Usuario14 Apellido14,178
1379,2025-07-07,3749.91,Usuario13 Apellido13,179
1380,2025-09-25,548.96,Usuario2 Apellido2,180
1381,2025-07-15,4532.76,Usuario2 Apellido2,181
1382,2025-04-27,890.96,Usuario1 Apellido1,182
1383,2025-07-31,525.56,Usuario11 Apellido11,183
1384,2025-06-25,2255.96,Usuario4 Apellido4,184
1385,2025-10-01,1297.26,Usuario12 Apellido12,185
1386,2025-04-14,2771.51,Usuario11 Apellido11,186
1387,2025-09-05,957.99,Usuario7 Apellido7,187
1388,2025-09-21,2420.39,Usuario13 Apellido13,188
1389,2025-06-05,4050.92,Usuario17 Apellido17,189
1390,2025-04-22,3551.38,Usuario14 Apellido14,190
1391,2025-02-28,518.33,Usuario5 Apellido5,191
1392,2025-04-20,2371.17,Usuario16 Apellido16,192
1393,2025-09-26,2173.61,Usuario20 Apellido20,193
1394,2025-05-21,1923.57,Usuario7 Apellido7,194
1395,2025-08-21,4036.25,Usuario13 Apellido13,195
1396,2025-02-07,3858.76,Usuario6 Apellido6,196
1397,2025-07-09,1599.17,Usuario17 Apellido17,197
1398,2025-01-24,3544.52,Usuario5 Apellido5,198
1399,2025-03-25,2356.02,Usuario16 Apellido16,199
1400,2025-04-17,2076.38,Usuario20 Apellido20,200
1401,2025-01-23,2830.04,Usuario8 Apellido8,201
1402,2025-05-06,4312.60,Usuario5 Apellido5,202
1403,2025-10-16,3152.29,Usuario14 Apellido14,203
1404,2025-09-04,1315.02,Usuario8 Apellido8,204
1405,2025-04-07,568.01,Usuario18 Apellido18,205
1406,2025-02-27,4197.47,Usuario16 Apellido16,206
1407,2025-06-07,2736.11,Usuario2 Apellido2,207
1408,2025-01-09,3123.10,Usuario16 Apellido16,208
1409,2025-08-07,2972.18,Usuario11 Apellido11,209
1410,2025-10-29,3520.97,Usuario20 Apellido20,210
1411,2025-09-13,4014.14,Usuario4 Apellido4,211
1412,2025-06-25,2547.48,Usuario7 Apellido7,212
1413,2025-01-07,1131.39,Usuario17 Apellido17,213
1414,2025-09-22,521.16,Usuario9 Apellido9,214
1415,2025-06-20,2692.05,Usuario8 Apellido8,215
1416,2025-04-20,4832.19,Usuario2 Apellido2,216
1417,2025-03-22,4197.81,Usuario15 Apellido15,217
1418,2025-04-29,2797.27,Usuario7 Apellido7,218
1419,2025-10-16,2634.52,Usuario11 Apellido11,219
1420,2025-10-19,4160.95,Usuario4 Apellido4,220
1421,2025-08-27,4260.37,Usuario14 Apellido14,221
1422,2025-06-20,666.20,Usuario15 Apellido15,222
1423,2025-05-26,2808.56,Usuario16 Apellido16,223
1424,2025-01-29,1126.95,Usuario9 Apellido9,224
1425,2025-06-12,4833.89,Usuario1 Apellido1,225
1426,2025-09-24,4451.65,Usuario13 Apellido13,226
1427,2025-04-12,2818.51,Usuario16 Apellido16,227
1428,2025-07-30,509.31,Usuario8 Apellido8,228
1429,2025-10-12,4335.80,Usuario4 Apellido4,229
1430,2025-01-28,2967.40,Usuario13 Apellido13,230
1431,2025-08-06,972.24,Usuario17 Apellido17,231
1432,2025-08-29,3170.67,Usuario12 Apellido12,232
1433,2025-09-07,3370.06,Usuario18 Apellido18,233
1434,2025-05-04,4215.89,Usuario6 Apellido6,234
1435,2025-04-06,695.85,Usuario18 Apellido18,235
1436,2025-07-04,2505.59,Usuario11 Apellido11,236
1437,2025-05-07,927.00,Usuario6 Apellido6,237
1438,2025-09-27,2222.57,Usuario13 Apellido13,238
1439,2025-10-04,3404.49,Usuario10 Apellido10,239
1440,2025-06-11,2500.53,Usuario8 Apellido8,240
1441,2025-07-23,2161.30,Usuario15 Apellido15,241
1442,2025-08-10,870.02,Usuario16 Apellido16,242
1443,2025-06-03,2136.00,Usuario1 Apellido1,243
1444,2025-10-31,1414.91,Usuario15 Apellido15,244
1445,2025-06-06,1681.06,Usuario20 Apellido20,245
1446,2025-08-17,2624.68,Usuario9 Apellido9,246
1447,2025-07-24,1351.54,Usuario1 Apellido1,247
1448,2025-02-02,1544.85,Usuario7 Apellido7,248
1449,2025-02-09,4363.78,Usuario15 Apellido15,249
1450,2025-06-20,3924.29,Usuario17 Apellido17,250
1451,2025-07-03,1817.75,Usuario4 Apellido4,251
1452,2025-06-01,2920.74,Usuario8 Apellido8,252
1453,2025-10-18,3372.33,Usuario7 Apellido7,253
1454,2025-07-19,2466.83,Usuario9 Apellido9,254
1455,2025-07-28,2066.83,Usuario10 Apellido10,255
1456,2025-06-23,714.46,Usuario17 Apellido17,256
1457,2025-06-26,3019.92,Usuario7 Apellido7,257
1458,2025-01-25,3182.80,Usuario16 Apellido16,258
1459,2025-03-11,1297.07,Usuario16 Apellido16,259
1460,2025-04-28,4305.35,Usuario1 Apellido1,260
1461,2025-02-09,1732.79,Usuario17 Apellido17,261
1462,2025-05-20,3618.77,Usuario17 Apellido17,262
1463,2025-03-17,4658.49,Usuario4 Apellido4,263
1464,2025-07-26,1107.20,Usuario15 Apellido15,264
1465,2025-08-06,1649.53,Usuario3 Apellido3,265
1466,2025-10-30,2273.55,Usuario17 Apellido17,266
1467,2025-01-15,3337.37,Usuario9 Apellido9,267
1468,2025-08-17,2414.08,Usuario9 Apellido9,268
1469,2025-09-18,731.00,Usuario6 Apellido6,269
1470,2025-07-24,2212.39,Usuario17 Apellido17,270
1471,2025-03-17,720.20,Usuario14 Apellido14,271
1472,2025-08-01,1450.77,Usuario18 Apellido18,272
1473,2025-04-08,2728.69,Usuario18 Apellido18,273
1474,2025-09-20,4214.11,Usuario11 Apellido11,274
1475,2025-01-02,1007.18,Usuario13 Apellido13,275
1476,2025-06-21,4873.71,Usuario13 Apellido13,276
1477,2025-08-07,3047.60,Usuario5 Apellido5,277
1478,2025-08-05,1975.33,Usuario17 Apellido17,278
1479,2025-10-26,4509.90,Usuario9 Apellido9,279
1480,2025-10-03,3026.65,Usuario4 Apellido4,280
1481,2025-07-11,1987.84,Usuario14 Apellido14,281
1482,2025-08-06,2858.45,Usuario20 Apellido20,282
1483,2025-01-26,3607.10,Usuario11 Apellido11,283
1484,2025-06-29,3029.98,Usuario9 Apellido9,284
1485,2025-07-17,3713.37,Usuario12 Apellido12,285
1486,2025-10-06,1650.71,Usuario7 Apellido7,286
1487,2025-09-15,4092.05,Usuario14 Apellido14,287
1488,2025-04-15,869.00,Usuario15 Apellido15,288
1489,2025-07-02,585.09,Usuario13 Apellido13,289
1490,2025-05-10,3121.42,Usuario15 Apellido15,290
1491,2025-07-04,1857.84,Usuario20 Apellido20,291
1492,2025-01-20,3504.37,Usuario12 Apellido12,292
1493,2025-09-15,761.82,Usuario4 Apellido4,293
1494,2025-08-05,4186.33,Usuario20 Apellido20,294
1495,2025-02-28,2307.53,Usuario10 Apellido10,295
1496,2025-04-30,3657.69,Usuario17 Apellido17,296
1497,2025-03-24,1310.20,Usuario20 Apellido20,297
